5000 8000
4599 4277 8
4277 1297 104
1297 3729 5
3729 4768 176
4768 1074 134
1074 212 67
212 810 111
810 1016 167
1016 966 133
966 3873 197
3873 3649 118
3649 1949 138
1949 3558 61
3558 4747 88
4747 1663 54
1663 1664 100
1664 2070 24
2070 4310 75
4310 3533 84
3533 3188 157
3188 1718 16
1718 3043 29
3043 851 99
851 4106 13
4106 2464 5
2464 4595 83
4595 4534 105
4534 2790 174
2790 992 32
992 1147 76
1147 654 87
654 1098 170
1098 3311 39
3311 2077 59
2077 1560 185
1560 4640 115
4640 1776 79
1776 733 27
733 3036 30
3036 4089 2
4089 3018 31
3018 2255 9
2255 375 93
375 1294 132
1294 2556 104
2556 2106 39
2106 3550 51
3550 3430 107
3430 1703 158
1703 3197 159
3197 3401 152
3401 3645 87
3645 267 179
267 2409 101
2409 4669 172
4669 1264 9
1264 1166 34
1166 4205 194
4205 2670 192
2670 2174 144
2174 2582 149
2582 461 44
461 110 128
110 4774 47
4774 1568 167
1568 1953 33
1953 3017 69
3017 2422 109
2422 2540 140
2540 759 54
759 3065 161
3065 3097 101
3097 1875 189
1875 2424 33
2424 2930 185
2930 4738 107
4738 383 1
383 3289 136
3289 1245 187
1245 2851 26
2851 3014 144
3014 329 26
329 156 113
156 2646 123
2646 995 112
995 270 106
270 4904 158
4904 2415 36
2415 2779 24
2779 57 184
57 1112 17
1112 535 39
535 2292 187
2292 1164 46
1164 3052 85
3052 2038 134
2038 1335 190
1335 601 11
601 4291 157
4291 725 44
725 1897 99
1897 4363 168
4363 737 33
737 924 147
924 1129 79
1129 2344 38
2344 1468 135
1468 2223 198
2223 3121 137
3121 1709 177
1709 4119 127
4119 2093 72
2093 3882 14
3882 3013 151
3013 2591 26
2591 3076 148
3076 4650 164
4650 3192 49
3192 4831 4
4831 4070 39
4070 4382 123
4382 4165 169
4165 1059 70
1059 2289 129
2289 3654 54
3654 4468 16
4468 2564 119
2564 4653 94
4653 3001 9
3001 4158 49
4158 1100 26
1100 3334 186
3334 3528 62
3528 2812 113
2812 4717 134
4717 2240 162
2240 4524 34
4524 285 134
285 776 198
776 711 166
711 450 156
450 3356 5
3356 2541 120
2541 1719 38
1719 4564 14
4564 1225 90
1225 525 170
525 4906 30
4906 2693 118
2693 3260 198
3260 2272 18
2272 2340 116
2340 2521 109
2521 614 181
614 3777 8
3777 2602 54
2602 4347 96
4347 1539 25
1539 3491 161
3491 1844 59
1844 282 38
282 1965 71
1965 4601 183
4601 2491 151
2491 6 26
6 200 120
200 628 101
628 2069 19
2069 1659 129
1659 4338 70
4338 4812 78
4812 4670 166
4670 3503 44
3503 2286 181
2286 2399 25
2399 4946 133
4946 856 40
856 1268 26
1268 2923 71
2923 3391 139
3391 3955 56
3955 3094 17
3094 726 185
726 2269 20
2269 4457 166
4457 3247 6
3247 973 146
973 1029 82
1029 4752 97
4752 1752 162
1752 4270 41
4270 1020 192
1020 2013 48
2013 2876 145
2876 403 149
403 3233 100
3233 4297 165
4297 4876 154
4876 2657 133
2657 3137 156
3137 3800 32
3800 695 158
695 3114 111
3114 4427 6
4427 4685 59
4685 887 101
887 536 32
536 4132 164
4132 4245 126
4245 1298 93
1298 4171 102
4171 4793 172
4793 1052 43
1052 1386 62
1386 2483 194
2483 3995 156
3995 874 193
874 4809 37
4809 3464 41
3464 105 120
105 2760 13
2760 3276 159
3276 2477 132
2477 3902 182
3902 153 141
153 1509 162
1509 81 22
81 3622 104
3622 3850 99
3850 1676 196
1676 2247 89
2247 1128 103
1128 3272 66
3272 1349 81
1349 884 34
884 1439 52
1439 4962 48
4962 2804 72
2804 3221 200
3221 588 128
588 3118 118
3118 2092 189
2092 1145 101
1145 731 17
731 4835 166
4835 958 190
958 1946 134
1946 1726 66
1726 2452 52
2452 2595 169
2595 199 12
199 1304 19
1304 4133 82
4133 410 99
410 3252 198
3252 1681 173
1681 4976 180
4976 4920 126
4920 3628 174
3628 2355 169
2355 4480 86
4480 2627 36
2627 1863 173
1863 342 43
342 3650 75
3650 3526 53
3526 3812 129
3812 3764 168
3764 309 28
309 4182 191
4182 1807 33
1807 4674 101
4674 1513 71
1513 675 78
675 1792 142
1792 2086 164
2086 2327 14
2327 4463 192
4463 4015 154
4015 1545 5
1545 2197 35
2197 3415 64
3415 3788 66
3788 3834 1
3834 2901 10
2901 657 82
657 735 10
735 2775 164
2775 4647 108
4647 132 153
132 2877 56
2877 1000 25
1000 3667 21
3667 2692 4
2692 1553 114
1553 1351 181
1351 5 46
5 2653 10
2653 625 92
625 2532 172
2532 2499 7
2499 264 96
264 1085 31
1085 2903 22
2903 2387 87
2387 3224 115
3224 3422 155
3422 2348 58
2348 4370 172
4370 1423 40
1423 367 2
367 3509 10
3509 1894 90
1894 44 174
44 619 104
619 4087 45
4087 3996 161
3996 2849 196
2849 1352 180
1352 1678 93
1678 123 50
123 3630 125
3630 1839 142
1839 2443 183
2443 4167 188
4167 4701 96
4701 839 4
839 3660 71
3660 4540 198
4540 3126 71
3126 1616 147
1616 1641 37
1641 222 70
222 643 192
643 4899 83
4899 4430 55
4430 3592 191
3592 484 126
484 275 105
275 4306 47
4306 2260 152
2260 3227 181
3227 2192 58
2192 4088 140
4088 2042 71
2042 1520 129
1520 91 155
91 3219 20
3219 272 187
272 500 76
500 82 38
82 1192 158
1192 543 19
543 4274 101
4274 3366 15
3366 2376 63
2376 3151 93
3151 4060 175
4060 1858 57
1858 2121 16
2121 2850 160
2850 3032 35
3032 476 41
476 4526 63
4526 3595 13
3595 2262 88
2262 977 48
977 2800 9
2800 2478 79
2478 2608 76
2608 2932 139
2932 4321 15
4321 304 193
304 730 138
730 3281 135
3281 1390 197
1390 485 76
485 3694 18
3694 2778 53
2778 4724 56
4724 4293 102
4293 1438 93
1438 3175 98
3175 786 68
786 348 7
348 1884 51
1884 1395 115
1395 2080 86
2080 1753 123
1753 4280 143
4280 3372 182
3372 3361 81
3361 2475 151
2475 2205 54
2205 4193 71
4193 3279 185
3279 3721 164
3721 3701 58
3701 1065 97
1065 4659 108
4659 2406 34
2406 201 4
201 4602 160
4602 2157 26
2157 4869 167
4869 2148 192
2148 3825 38
3825 3621 127
3621 3436 70
3436 26 83
26 1186 62
1186 1887 181
1887 3257 197
3257 1928 39
1928 3105 138
3105 4863 94
4863 4408 58
4408 577 54
577 4805 16
4805 4719 116
4719 1018 43
1018 1132 48
1132 2735 141
2735 4851 162
4851 303 21
303 4570 181
4570 1751 78
1751 30 23
30 2059 40
2059 32 199
32 2370 8
2370 4819 35
4819 1866 98
1866 2731 23
2731 1391 114
1391 3089 163
3089 4792 151
4792 1773 41
1773 2458 50
2458 2745 96
2745 1347 117
1347 4498 160
4498 15 26
15 4073 28
4073 4478 87
4478 4782 1
4782 914 80
914 2204 39
2204 3618 133
3618 3380 175
3380 2075 20
2075 3034 186
3034 184 171
184 4806 120
4806 4458 92
4458 68 26
68 2171 131
2171 2861 84
2861 2462 123
2462 3193 15
3193 3722 3
3722 4928 20
4928 4549 51
4549 3943 134
3943 59 200
59 554 107
554 2085 122
2085 4446 181
4446 3189 1
3189 3904 182
3904 3974 98
3974 2107 68
2107 4061 25
4061 4231 66
4231 3542 105
3542 2822 160
2822 1353 106
1353 1871 184
1871 4126 62
4126 2372 178
2372 1344 183
1344 4352 16
4352 338 101
338 2285 3
2285 2926 42
2926 1877 32
1877 3659 152
3659 4288 23
4288 1804 10
1804 1014 53
1014 1691 157
1691 3723 22
3723 784 42
784 508 41
508 1366 113
1366 2116 102
2116 4432 107
4432 4767 39
4767 1855 48
1855 1392 80
1392 1980 98
1980 314 183
314 2079 155
2079 3656 79
3656 4308 38
4308 1549 170
1549 1922 126
1922 930 30
930 2274 145
2274 339 151
339 2981 109
2981 2985 10
2985 3157 146
3157 1490 174
1490 427 80
427 2819 43
2819 379 23
379 2915 192
2915 1697 47
1697 3984 154
3984 493 149
493 1941 108
1941 3130 68
3130 4909 156
4909 3385 36
3385 779 115
779 4704 186
4704 4637 65
4637 546 116
546 441 26
441 2549 82
2549 3101 92
3101 4200 148
4200 1982 123
1982 2517 172
2517 4585 188
4585 4987 141
4987 2694 121
2694 3313 161
3313 2413 65
2413 2639 49
2639 980 64
980 4260 79
4260 4113 46
4113 2727 20
2727 176 191
176 3760 27
3760 2161 55
2161 1385 171
1385 2953 105
2953 1605 145
1605 1250 174
1250 1872 65
1872 2794 190
2794 2212 10
2212 4736 42
4736 4780 36
4780 4043 72
4043 4609 59
4609 2933 179
2933 2357 1
2357 2676 190
2676 2224 71
2224 4547 60
4547 2724 167
2724 274 134
274 1693 80
1693 3631 91
3631 102 13
102 2579 149
2579 1467 154
1467 4936 35
4936 2498 159
2498 4820 178
4820 3255 150
3255 3153 10
3153 3601 81
3601 198 24
198 4533 177
4533 4076 91
4076 3903 160
3903 3459 72
3459 77 67
77 562 126
562 2369 113
2369 909 149
909 2547 76
2547 4177 87
4177 3172 166
3172 2700 109
2700 4518 178
4518 288 101
288 3912 155
3912 3455 190
3455 510 71
510 1789 141
1789 4967 112
4967 1371 67
1371 1739 92
1739 2507 87
2507 2466 150
2466 665 80
665 529 143
529 3402 111
3402 4668 100
4668 3792 175
3792 908 57
908 2911 68
2911 3111 154
3111 4108 166
4108 1176 107
1176 256 179
256 3170 200
3170 3575 165
3575 1501 127
1501 1376 114
1376 1940 106
1940 3977 194
3977 2584 72
2584 3819 99
3819 2239 106
2239 3320 27
3320 3522 67
3522 4551 87
4551 3453 66
3453 3604 190
3604 3763 7
3763 1859 48
1859 1706 155
1706 3983 71
3983 673 153
673 3571 5
3571 2962 167
2962 1724 35
1724 2363 128
2363 2880 61
2880 1523 59
1523 855 21
855 78 161
78 193 28
193 2913 90
2913 4350 21
4350 106 96
106 4860 163
4860 644 31
644 76 7
76 3934 38
3934 444 93
444 2650 112
2650 3703 84
3703 3790 183
3790 3589 137
3589 182 50
182 1542 179
1542 605 170
605 2832 120
2832 2374 72
2374 4501 78
4501 2520 105
2520 4893 109
4893 3843 126
3843 497 92
497 4237 197
4237 1040 42
1040 4051 10
4051 4689 148
4689 1405 183
1405 2386 14
2386 3326 192
3326 4185 74
4185 2216 2
2216 3563 181
3563 2303 23
2303 3878 15
3878 22 165
22 4960 90
4960 1092 84
1092 3383 72
3383 1976 93
1976 843 103
843 235 45
235 556 48
556 1079 67
1079 4505 91
4505 655 178
655 4210 159
4210 2072 198
2072 221 171
221 3743 83
3743 2168 105
2168 2208 3
2208 208 16
208 2350 31
2350 3389 12
3389 3624 153
3624 349 57
349 742 33
742 216 38
216 2193 185
2193 1956 101
1956 3726 134
3726 4854 189
4854 857 74
857 2027 5
2027 2156 184
2156 3609 119
3609 4821 65
4821 93 185
93 1723 4
1723 639 39
639 2297 104
2297 705 33
705 4905 196
4905 4129 71
4129 2614 72
2614 1206 120
1206 2754 188
2754 2545 45
2545 1177 99
1177 819 142
819 3140 162
3140 1350 38
1350 1017 44
1017 2469 15
2469 552 97
552 3524 96
3524 4471 147
4471 1727 36
1727 3103 135
3103 3603 151
3603 1852 140
1852 952 68
952 1058 148
1058 3836 126
3836 169 186
169 4683 128
4683 2966 177
2966 631 32
631 4151 73
4151 491 49
491 789 111
789 4567 45
4567 3931 106
3931 3429 119
3429 967 136
967 247 137
247 623 52
623 692 79
692 1483 179
1483 4488 90
4488 3862 103
3862 3441 198
3441 950 31
950 4118 27
4118 2258 80
2258 2636 4
2636 4766 155
4766 21 189
21 1139 1
1139 4496 193
4496 1242 70
1242 3702 87
3702 266 57
266 994 178
994 3218 15
3218 457 134
457 2806 4
2806 792 70
792 4986 189
4986 948 124
948 4765 154
4765 1182 145
1182 1 72
1 262 161
262 294 45
294 1589 165
1589 1708 93
1708 1646 65
1646 1464 155
1464 3084 139
3084 2164 132
2164 3371 75
3371 3500 158
3500 3394 49
3394 4994 89
4994 2988 64
2988 4369 164
4369 4804 92
4804 3544 168
3544 4546 156
4546 875 20
875 3636 14
3636 4897 106
4897 721 52
721 3987 17
3987 3813 78
3813 188 68
188 2320 163
2320 659 129
659 2495 199
2495 4109 124
4109 1022 66
1022 1318 30
1318 547 153
547 192 67
192 2577 149
2577 974 39
974 3053 147
3053 3806 76
3806 1359 126
1359 2501 95
2501 3158 190
3158 2371 191
2371 854 18
854 1495 143
1495 3203 106
3203 2864 6
2864 2525 1
2525 2158 82
2158 3421 167
3421 1435 50
1435 2165 171
2165 833 129
833 1236 164
1236 4191 188
4191 1175 108
1175 1990 93
1990 2559 19
2559 1908 1
1908 36 119
36 1462 60
1462 2883 177
2883 2249 43
2249 1337 95
1337 1628 120
1628 4817 172
4817 1524 116
1524 4802 81
4802 1101 170
1101 122 47
122 4888 176
4888 602 86
602 3160 66
3160 4440 113
4440 1557 46
1557 2233 156
2233 432 4
432 4848 200
4848 2867 140
2867 1945 196
1945 2780 137
2780 4907 6
4907 4841 187
4841 2288 56
2288 3377 98
3377 2905 199
2905 1778 5
1778 2762 15
2762 2167 194
2167 906 98
906 753 183
753 4661 164
4661 539 34
539 1861 56
1861 1235 19
1235 2044 119
2044 4023 54
4023 712 33
712 2970 89
2970 3852 118
3852 2302 152
2302 4437 119
4437 3507 63
3507 4027 70
4027 3029 2
3029 1157 36
1157 4388 75
4388 1200 163
1200 1890 143
1890 1562 101
1562 4022 72
4022 2920 36
2920 1015 160
1015 4071 147
4071 3185 59
3185 921 89
921 4582 89
4582 254 64
254 4431 22
4431 1094 175
1094 621 161
621 1639 165
1639 3179 101
3179 2833 133
2833 3948 88
3948 607 148
607 3119 79
3119 4460 50
4460 3229 76
3229 1356 50
1356 263 100
263 2209 77
2209 1904 119
1904 2977 115
2977 652 116
652 1396 62
1396 2022 176
2022 3570 113
3570 3518 101
3518 4844 182
4844 581 61
581 2316 24
2316 4209 19
4209 4090 13
4090 4050 119
4050 4558 2
4558 837 80
837 1870 57
1870 4521 85
4521 4908 90
4908 3639 30
3639 1948 192
1948 1725 59
1725 3572 34
3572 4527 17
4527 651 18
651 1211 165
1211 1787 61
1787 3551 42
3551 4937 36
4937 4317 69
4317 4492 13
4492 2809 149
2809 1216 69
1216 311 186
311 3529 58
3529 4961 32
4961 4232 96
4232 1477 170
1477 1611 24
1611 3629 110
3629 1565 177
1565 3930 79
3930 1847 93
1847 51 126
51 3325 71
3325 278 164
278 2324 69
2324 3364 53
3364 1969 155
1969 1083 41
1083 1271 84
1271 2265 192
2265 1891 189
1891 1759 102
1759 1643 113
1643 2612 166
2612 1156 95
1156 2270 98
2270 1761 15
1761 4451 93
4451 2645 38
2645 2936 33
2936 523 171
523 560 120
560 129 153
129 310 185
310 2129 56
2129 4080 64
4080 1131 134
1131 3935 196
3935 3011 148
3011 1168 188
1168 3277 52
3277 3809 50
3809 2202 95
2202 2441 155
2441 1595 26
1595 3222 132
3222 1702 150
1702 3386 174
3386 4722 164
4722 2184 62
2184 1673 10
1673 3373 124
3373 3449 125
3449 3634 49
3634 4864 109
4864 2669 82
2669 126 114
126 2616 70
2616 4490 128
4490 2980 113
2980 380 132
380 1698 185
1698 3686 164
3686 4664 165
4664 2603 86
2603 1544 5
1544 2668 111
2668 2604 176
2604 3970 97
3970 926 30
926 586 26
586 4493 150
4493 2637 47
2637 4225 61
4225 4123 20
4123 2211 171
2211 3369 122
3369 3438 73
3438 408 44
408 2789 147
2789 4262 111
4262 218 187
218 3704 171
3704 3008 54
3008 4818 198
4818 3762 149
3762 4700 92
4700 3922 15
3922 3245 17
3245 2566 195
2566 1935 191
1935 812 8
812 1071 43
1071 3598 53
3598 2361 99
2361 4398 117
4398 325 31
325 2649 156
2649 289 16
289 2967 97
2967 3546 113
3546 4000 144
4000 2857 167
2857 3206 122
3206 4865 60
4865 90 105
90 4732 94
4732 1256 13
1256 4124 68
4124 869 51
869 593 25
593 2003 105
2003 790 180
790 3406 114
3406 4623 48
4623 2740 53
2740 3120 196
3120 2550 116
2550 2580 98
2580 14 6
14 4624 177
4624 2403 56
2403 1056 120
1056 4832 80
4832 991 65
991 1369 200
1369 2543 143
2543 3259 163
3259 1521 117
1521 352 191
352 2332 12
2332 3458 99
3458 4557 81
4557 940 34
940 4365 60
4365 1791 138
1791 1314 69
1314 1315 153
1315 1484 197
1484 2688 198
2688 4145 185
4145 3905 89
3905 74 61
74 2186 25
2186 4056 133
4056 355 174
355 2960 193
2960 2004 82
2004 4992 88
4992 3235 31
3235 4047 31
4047 276 181
276 901 33
901 2126 118
2126 9 40
9 3457 105
3457 2279 89
2279 1478 107
1478 1613 188
1613 2772 160
2772 2248 120
2248 758 160
758 4409 5
4409 2681 118
2681 1552 31
1552 1252 136
1252 1812 164
1812 3342 175
3342 3536 79
3536 3599 107
3599 2615 34
2615 3910 190
3910 4777 129
4777 2454 129
2454 3168 60
3168 230 11
230 4917 170
4917 3028 43
3028 4605 43
4605 4506 14
4506 3933 15
3933 724 127
724 1917 61
1917 3875 74
3875 2118 100
2118 4742 89
4742 1339 91
1339 2227 115
2227 1044 156
1044 4655 145
4655 4221 183
4221 1813 8
1813 148 42
148 3677 106
3677 836 52
836 4995 191
4995 4404 78
4404 389 116
389 2398 32
2398 791 45
791 273 65
273 458 76
458 4665 82
4665 3215 45
3215 1608 128
1608 1610 139
1610 3148 18
3148 1336 98
1336 3411 46
3411 1916 45
1916 862 75
862 19 79
19 3258 155
3258 3798 103
3798 2929 101
2929 1541 162
1541 2803 28
2803 4162 170
4162 775 92
775 2182 191
2182 3024 57
3024 1171 48
1171 280 200
280 2050 125
2050 3847 153
3847 653 84
653 4224 147
4224 1221 47
1221 94 98
94 1689 89
1689 2976 166
2976 4334 63
4334 2943 147
2943 398 41
398 357 79
357 4843 6
4843 2408 92
2408 2714 111
2714 1782 23
1782 3216 186
3216 2964 190
2964 2440 65
2440 852 92
852 1907 14
1907 3350 28
3350 3826 176
3826 1116 122
1116 64 185
64 479 197
479 3338 65
3338 2730 115
2730 3691 65
3691 1197 143
1197 4783 2
4783 4053 26
4053 873 67
873 4915 183
4915 425 191
425 2766 166
2766 1142 78
1142 174 113
174 754 113
754 4589 38
4589 3007 140
3007 2734 193
2734 4715 181
4715 3010 184
3010 1527 18
1527 2571 160
2571 154 126
154 632 173
632 932 198
932 2364 3
2364 2166 180
2166 4934 119
4934 4041 39
4041 3358 35
3358 386 23
386 635 197
635 3147 78
3147 4813 5
4813 4692 181
4692 3758 164
3758 1379 146
1379 3954 57
3954 3112 51
3112 1406 178
1406 2875 198
2875 150 92
150 1471 78
1471 4324 137
4324 3490 106
3490 1126 29
1126 1788 71
1788 2023 39
2023 2105 149
2105 2333 95
2333 4568 5
4568 4811 79
4811 3733 195
3733 2152 122
2152 4810 143
4810 2531 38
2531 3041 182
3041 2542 22
2542 3689 71
3689 919 65
919 3200 130
3200 4127 79
4127 548 174
548 4652 110
4652 4565 16
4565 3588 161
3588 1584 54
1584 4393 75
4393 4349 16
4349 2095 33
2095 3514 192
3514 3397 135
3397 373 17
373 674 99
674 2268 24
2268 3688 172
3688 451 28
451 1084 129
1084 3594 141
3594 1510 172
1510 2677 24
2677 2686 119
2686 2146 159
2146 2138 72
2138 2660 10
2660 2562 178
2562 1988 19
1988 2334 49
2334 1061 191
1061 4173 127
4173 1652 51
1652 4149 130
4149 3078 16
3078 1081 182
1081 2537 179
2537 3990 48
3990 1383 91
1383 1525 57
1525 2825 153
2825 3064 141
3064 2509 160
2509 1143 144
1143 2418 95
2418 3531 87
3531 2944 96
2944 3139 35
3139 3673 146
3673 2987 67
2987 1001 50
1001 1756 63
1756 4942 113
4942 3929 95
3929 2150 143
2150 4327 181
4327 4606 2
4606 3724 122
3724 2353 63
2353 4229 196
4229 257 135
257 4234 88
4234 772 110
772 149 23
149 4146 117
4146 2871 53
2871 541 26
541 3752 127
3752 436 116
436 1704 187
1704 4846 146
4846 4002 139
4002 4204 62
4204 3611 111
3611 2715 39
2715 2765 106
2765 75 157
75 804 15
804 2718 156
4871 2022 161
3290 4389 23
3028 2159 155
1056 3131 66
4895 2860 164
2690 1574 73
1560 3720 131
1371 2229 41
2302 659 40
26 2583 174
4649 3876 132
838 4237 196
1417 2262 24
4892 2096 158
2994 708 2
2006 1328 40
561 3096 99
2547 4402 33
4265 1008 64
1566 2619 129
2494 2683 168
3191 4210 178
1119 4535 28
4788 776 89
4160 2947 33
81 829 59
1257 1326 126
4283 174 176
4313 1759 22
4876 3216 186
1620 345 63
3858 3077 112
695 3804 69
4008 1288 120
2791 1885 154
3949 414 188
2858 2053 83
1519 109 131
2302 987 107
3700 120 167
1158 3337 139
489 1225 149
3485 4543 20
3825 4687 55
2871 2112 108
3040 1122 99
4539 4295 158
3202 1071 133
1473 1229 25
2907 2865 155
2225 4409 126
2824 69 101
1855 1966 34
2105 3972 169
2619 4827 143
2669 4137 156
3822 1089 133
986 4095 114
1848 24 96
2904 3210 127
124 744 142
357 559 68
3787 3870 48
2885 1165 9
2603 1841 19
4545 839 103
3336 1246 33
3188 3665 13
2382 70 174
4423 3992 180
4893 1022 163
1578 4465 31
1386 2188 114
3190 3774 198
1043 2318 100
4837 3818 189
2695 1041 199
4085 4992 31
1974 2358 144
4254 2847 72
1835 4349 145
3818 2774 80
1993 781 90
314 2495 20
3626 4805 119
4277 2003 170
2935 2476 150
3323 3511 136
469 2956 192
1169 4004 6
4032 718 154
994 2780 57
1114 505 85
2974 3957 110
4448 3427 42
217 374 118
3419 3138 161
3493 3383 55
2725 92 8
3787 2824 190
1960 2602 32
4334 432 193
4302 1793 82
1883 2181 14
4345 328 145
503 309 72
270 1480 116
778 3731 40
3548 3993 131
3646 1172 160
4366 1523 132
24 2902 10
408 425 191
13 300 119
2687 3701 136
160 4155 70
2742 4458 113
4221 3025 107
337 2768 21
2961 259 183
55 2110 69
737 955 168
2239 1774 131
1581 2119 88
3595 802 27
4898 3604 15
2498 3196 5
772 2082 92
4981 3172 169
3961 2156 196
2929 4136 167
2853 4062 40
4850 1124 188
4908 1828 50
2700 2838 58
3050 2319 158
3648 3873 121
1363 490 120
2723 3922 183
2573 571 140
3068 719 107
2304 2495 99
385 1588 154
1765 4017 141
3678 4934 65
913 3085 6
2578 3227 164
4480 4426 17
890 4949 95
1810 655 2
1662 1512 9
3044 4800 113
462 3080 52
2078 991 132
1957 3460 89
67 4808 173
4992 1444 126
73 2263 178
3652 4056 52
2808 1538 83
2084 4387 199
1692 2846 168
3440 4701 37
1611 2510 1
1120 1980 193
3640 1758 80
2373 3226 31
3934 2625 144
3981 2915 10
3796 598 51
1854 2829 69
2546 3172 122
3669 3362 66
1150 2719 123
2338 2921 55
2492 4757 41
1462 1481 113
782 613 13
771 758 192
269 471 22
4026 1602 118
1408 4146 116
2507 487 160
18 1765 25
997 2379 145
3627 3957 168
696 3044 168
143 356 80
3239 4729 84
2907 2426 35
209 1628 86
2508 2382 112
1666 4278 13
43 4575 69
2629 4107 151
3090 4256 54
393 3057 79
3027 4914 183
1205 4465 63
530 749 161
462 4612 132
1930 763 156
99 1977 130
2491 1258 6
497 4110 104
1997 81 97
1953 3303 158
2223 4830 21
3145 4446 147
4215 303 172
4408 2920 150
4391 3812 48
2975 1533 199
2770 2849 176
725 4121 6
3143 52 54
916 645 50
1544 1284 20
4114 4647 78
3047 806 16
4913 4861 198
4220 1969 35
1969 2548 117
2237 1621 51
4246 276 91
59 4416 102
2631 609 77
11 2243 190
3838 4710 148
3058 3816 11
316 889 86
1936 1687 64
1784 844 167
994 1617 89
3679 3331 31
3625 1499 123
1343 2693 178
3873 4024 138
4777 3058 154
1610 3849 37
3231 2741 146
410 1830 175
126 4205 150
2959 1880 76
352 2723 39
2439 2074 33
3644 3826 67
3684 2368 119
2343 498 1
4183 233 159
3091 2769 166
2081 3534 163
2475 811 170
2447 300 118
1835 3965 113
1932 2202 166
3757 3083 55
3540 4133 137
3263 1797 49
1476 1199 117
3049 1926 172
1637 3780 82
4985 388 139
138 292 26
3706 3640 53
3265 120 173
3569 1609 164
3196 1748 171
4169 4585 60
2641 4836 95
1932 1152 152
3190 2420 109
351 4764 83
451 1325 139
4636 985 192
1108 495 31
474 166 16
2523 2331 82
3164 4875 141
3801 4393 70
3186 1127 65
1707 4065 54
148 1222 108
2109 20 186
1301 3358 109
398 1924 44
198 1613 126
2398 3583 189
3540 128 149
1284 953 6
2692 575 146
1130 739 105
1041 328 41
805 596 123
954 1937 51
3550 3168 6
2364 3290 48
2284 4754 184
4575 2077 131
1994 1362 63
693 2653 84
2339 4800 24
3466 4415 173
2530 1679 13
2759 3857 155
4213 3994 137
3165 2496 7
1583 411 86
1020 4494 191
3129 2419 4
637 1736 147
1883 2033 12
1283 2446 72
3254 1355 157
932 3645 31
4756 4706 28
3587 2800 110
728 1952 96
1636 1839 196
1093 2346 37
1669 3292 46
1288 4717 93
3884 3901 140
4269 4676 110
2270 2173 33
3472 3898 15
1071 3440 104
113 2450 116
939 836 50
108 122 177
4329 689 75
2411 2357 75
2184 1023 145
2400 1433 7
4489 3561 89
4872 4727 81
4700 704 143
3132 4414 162
1322 1790 185
596 2224 78
3111 1685 122
1438 3178 44
1556 4527 30
124 4435 199
3644 3995 108
144 4601 76
2047 1628 1
4534 4278 195
4930 4488 66
873 2159 68
1552 724 142
1906 2867 152
2188 185 101
4545 422 146
776 805 195
379 4813 104
3317 4522 80
4174 2641 28
3363 1763 18
1646 2910 24
1649 3995 139
2125 4138 148
3837 4736 157
4101 1812 166
4922 3826 110
1851 1372 67
1117 4644 99
2296 2542 159
4098 1886 135
3833 2092 107
2151 2593 159
838 3145 178
4977 2921 6
4588 398 151
1720 746 15
893 4730 6
2111 157 99
3476 1705 149
4470 3190 37
175 1330 175
296 3706 142
4750 4585 43
4442 4949 136
3570 946 158
856 1648 111
3790 2799 184
429 4288 80
4600 78 154
1857 71 103
2897 4658 160
800 3269 164
4894 3092 88
2749 3308 165
4845 2974 138
888 4197 41
4962 4888 187
3523 620 179
4748 4293 110
1362 2845 115
2247 3681 127
4813 1826 76
1274 783 135
2123 4758 176
343 380 41
4969 1964 99
2359 2560 121
2679 3870 113
1549 3819 9
3346 4729 36
3356 3968 41
3811 1600 104
4057 2774 131
3519 4103 72
1355 4070 46
2850 407 108
4374 2624 173
381 4300 13
1341 2357 185
271 479 106
2854 390 57
3267 142 151
1111 1821 50
1746 1687 102
4112 241 16
2980 721 97
1294 3133 80
940 2079 178
4027 913 123
2547 4023 15
3464 4667 115
3150 3763 37
3311 3246 182
1083 2079 189
4002 156 125
4473 4176 72
1881 765 4
3438 3794 101
3457 2170 71
496 1840 80
4245 2409 174
792 3361 80
4609 2204 36
1858 789 1
3220 1297 56
121 41 101
2333 2346 108
4470 2820 151
1278 1127 104
709 3102 31
1453 456 14
127 3771 128
798 4387 81
4109 4971 73
2477 4237 78
2970 1495 19
3840 1425 149
3781 933 162
2171 2037 90
1633 279 164
271 1082 95
534 1242 7
1778 2039 179
4925 4393 19
683 1813 57
4563 285 106
3971 258 107
168 2052 147
969 2877 135
2867 1370 171
2892 1611 108
3003 1036 24
1040 4705 112
889 2434 147
3962 1203 166
783 503 74
3217 4107 48
3261 2889 175
3799 948 22
419 2393 174
3794 1002 166
456 1212 165
3509 1776 149
3213 128 46
4370 1192 112
3892 1787 169
639 4833 107
4263 1088 169
2941 2651 100
4786 3342 118
1779 4371 171
4060 4659 4
1428 4053 111
3466 4522 132
2590 3710 30
323 4810 39
2659 737 177
1552 204 16
1960 4415 140
2832 4763 145
4912 963 90
1190 383 8
3151 3815 83
2569 3187 105
4155 4738 117
4086 1150 6
2025 2675 131
3063 1796 90
2059 1424 98
4884 2490 128
87 4422 165
725 3047 181
2189 3436 122
2224 2151 118
660 554 139
3403 551 172
4619 2619 86
4194 1228 55
1753 4902 159
4162 1524 200
2160 4157 11
3205 3972 156
4338 1421 144
2102 789 80
4672 2655 8
